track,scenario,session_id,node_order_index,pair_index,node_count,edge_count,phase,render_id,webview_instance_id,duration_ms,dom_node_count,dom_edge_count,tick_count,success,outcome
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,3,3,12,16,reused_webview,33,17,49.404,12,16,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,3,4,12,16,new_webview_instance,34,18,166.927,12,16,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,3,4,12,16,reused_webview,35,18,45.571,12,16,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,3,5,12,16,new_webview_instance,36,19,155.554,12,16,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,3,5,12,16,reused_webview,37,19,53.707,12,16,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,4,1,1,0,new_webview_instance,40,21,94.711,1,0,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,4,1,1,0,reused_webview,41,21,54.252,1,0,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,4,2,1,0,new_webview_instance,42,22,77.161,1,0,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,4,2,1,0,reused_webview,43,22,50.649,1,0,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,4,3,1,0,new_webview_instance,44,23,76.714,1,0,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,4,3,1,0,reused_webview,45,23,49.596,1,0,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,4,4,1,0,new_webview_instance,46,24,94.915,1,0,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,4,4,1,0,reused_webview,47,24,49.701,1,0,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,4,5,1,0,new_webview_instance,48,25,94.557,1,0,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,4,5,1,0,reused_webview,49,25,50.604,1,0,1,true,visual_state_ready
